contig	module_accession	completeness	pathway_name	pathway_class	matching_ko	missing_ko
ERZ8153470.852-NODE-852-length-19012-cov-8.696524	M00868	12.5	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01719	K01599,K01698,K00643,K00231,K01772,K01749,K00228
ERZ8153470.852-NODE-852-length-19012-cov-8.696524	M00121	10.0	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01719	K01599,K01698,K02492,K01772,K01749,K00228,K00230,K01845,K01885
ERZ8153470.853-NODE-853-length-19005-cov-5.544063	M00793	66.67	dTDP-L-rhamnose biosynthesis	Pathway modules; Biosynthesis of terpenoids and polyketides; Polyketide sugar unit biosynthesis	K01710,K00973	K23987
ERZ8153470.856-NODE-856-length-18958-cov-12.384066	M00049	25.0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules; Nucleotide metabolism; Purine metabolism	K01939	K01756,K00940,K00939
ERZ8153470.856-NODE-856-length-18958-cov-12.384066	M00308	25.0	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00874	K00927,K01625,K05308,K00134
ERZ8153470.856-NODE-856-length-18958-cov-12.384066	M00061	20.0	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00874	K00040,K01625,K01812,K01686
ERZ8153470.856-NODE-856-length-18958-cov-12.384066	M00631	20.0	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00874	K01625,K01812,K00041,K01685
ERZ8153470.856-NODE-856-length-18958-cov-12.384066	M00051	5.56	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	K00609	K01954,K13421,K00226,K01465,K00610
ERZ8153470.857-NODE-857-length-18940-cov-59.627853	M00049	25.0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules; Nucleotide metabolism; Purine metabolism	K00939	K01756,K00940,K01939
ERZ8153470.858-NODE-858-length-18925-cov-5.971012	M00024	50.0	Phenylalanine biosynthesis, chorismate => phenylalanine	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K14187,K04518	K00832
ERZ8153470.858-NODE-858-length-18925-cov-5.971012	M00025	50.0	Tyrosine biosynthesis, chorismate => tyrosine	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K14187	K00832
ERZ8153470.858-NODE-858-length-18925-cov-5.971012	M00040	33.33	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K14170	K00832,K00220
ERZ8153470.858-NODE-858-length-18925-cov-5.971012	M00022	25.0	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K01626	K00891,K00014,K00800,K01735,K01736,K03785
ERZ8153470.860-NODE-860-length-18909-cov-9.172748	M00023	16.67	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K00766	K01657,K01694,K01656,K01658,K01817
ERZ8153470.860-NODE-860-length-18909-cov-9.172748	M00127	16.67	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K00941	K00946,K00788,K03147
ERZ8153470.861-NODE-861-length-18903-cov-3.908903	M00049	25.0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules; Nucleotide metabolism; Purine metabolism	K00939	K01756,K00940,K01939
ERZ8153470.861-NODE-861-length-18903-cov-3.908903	M00868	12.5	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01772	K01599,K01698,K00643,K00231,K01719,K01749,K00228
ERZ8153470.861-NODE-861-length-18903-cov-3.908903	M00121	10.0	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01772	K01599,K01698,K02492,K01749,K00228,K00230,K01719,K01845,K01885
ERZ8153470.863-NODE-863-length-18880-cov-3.336149	M00048	12.5	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules; Nucleotide metabolism; Purine metabolism	K00764	K00602,K01923,K00601,K01756,K01952,K01933,K01945
ERZ8153470.863-NODE-863-length-18880-cov-3.336149	M00096	12.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K03526	K03527,K00991,K01823,K00919,K01770,K01662,K00099
ERZ8153470.863-NODE-863-length-18880-cov-3.336149	M00003	7.14	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K04041	K00927,K01623,K01596,K00134,K01803,K01689,K01834
ERZ8153470.865-NODE-865-length-18845-cov-5.484300	M00121	10.0	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02495	K01599,K01698,K02492,K01772,K01749,K00230,K01719,K01845,K01885
ERZ8153470.867-NODE-867-length-18805-cov-58.800427	M00114	11.11	Ascorbate biosynthesis, plants, glucose-6P => ascorbate	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01809	K00225,K01810,K14190,K17497,K00966,K10046,K10047,K17744
ERZ8153470.868-NODE-868-length-18803-cov-3.616119	M00761	100.0	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K10012,K10011,K07806,K13014	
ERZ8153470.869-NODE-869-length-18740-cov-5.531442	M00149	100.0	Succinate dehydrogenase, prokaryotes	Pathway modules; Energy metabolism; ATP synthesis	K00240,K00239,K00241,K00242	
ERZ8153470.869-NODE-869-length-18740-cov-5.531442	M00010	33.33	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01647	K01681,K00031
ERZ8153470.869-NODE-869-length-18740-cov-5.531442	M00009	29.17	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01647,K00164,K00242,K00240,K00239,K00241	K00382,K00031,K01903,K01676,K00658,K00026,K01902,K01681
ERZ8153470.869-NODE-869-length-18740-cov-5.531442	M00011	26.67	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00164,K00242,K00240,K00239,K00241	K00382,K01676,K01903,K00658,K00026,K01902
ERZ8153470.869-NODE-869-length-18740-cov-5.531442	M00012	20.0	Glyoxylate cycle	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01647	K00026,K01637,K01681,K01638
ERZ8153470.869-NODE-869-length-18740-cov-5.531442	M00376	11.11	3-Hydroxypropionate bi-cycle	Pathway modules; Energy metabolism; Carbon fixation	K00240,K00239,K00241	K14468,K01962,K05606,K01961,K14472,K01679,K02160,K14469,K01847,K15052,K14471,K01963
ERZ8153470.869-NODE-869-length-18740-cov-5.531442	M00173	10.0	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules; Energy metabolism; Carbon fixation	K00240,K00239,K00241,K00242	K15231,K00171,K00175,K00172,K00170,K00169,K01007,K00174,K01676,K00031,K01903,K01595,K00024,K01902,K01681,K15230
ERZ8153470.869-NODE-869-length-18740-cov-5.531442	M00740	9.09	Methylaspartate cycle	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01647	K19268,K14449,K19281,K00031,K19282,K00024,K19280,K00261,K01846,K04835,K01681
ERZ8153470.869-NODE-869-length-18740-cov-5.531442	M00374	7.69	Dicarboxylate-hydroxybutyrate cycle	Pathway modules; Energy metabolism; Carbon fixation	K00240,K00239,K00241	K15038,K01678,K00171,K00626,K01007,K01677,K01902,K00172,K00169,K00170,K15016,K01903,K01595,K00024,K14467,K14465,K14534
ERZ8153470.870-NODE-870-length-18739-cov-148.112556	M00855	33.33	Glycogen degradation, glycogen => glucose-6P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00688	K01196,K15779
ERZ8153470.870-NODE-870-length-18739-cov-148.112556	M00159	22.22	V/A-type ATPase, prokaryotes	Pathway modules; Energy metabolism; ATP synthesis	K02124,K02123	K02122,K02118,K02117,K02120,K02121,K02107,K02119
ERZ8153470.873-NODE-873-length-18727-cov-5.073104	M00124	16.67	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03474	K00275,K03472,K00097,K00831,K03473
ERZ8153470.873-NODE-873-length-18727-cov-5.073104	M00078	12.5	Heparan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K01205	K01136,K01137,K10532,K01217,K01195,K01565,K07964
ERZ8153470.875-NODE-875-length-18690-cov-5.407137	M00089	25.0	Triacylglycerol biosynthesis	Pathway modules; Lipid metabolism; Lipid metabolism	K00655	K11155,K01080,K00629
ERZ8153470.876-NODE-876-length-18683-cov-4.775929	M00079	25.0	Keratan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K12373	K12309,K01137,K01132
ERZ8153470.879-NODE-879-length-18627-cov-7.415141	M00007	50.0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01808,K00615	K01783,K00616
ERZ8153470.879-NODE-879-length-18627-cov-7.415141	M00167	42.86	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Pathway modules; Energy metabolism; Carbon fixation	K01808,K00615	K01623,K01100,K03841
ERZ8153470.879-NODE-879-length-18627-cov-7.415141	M00004	28.57	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01808,K00615	K01810,K13937,K01783,K00033,K00616
ERZ8153470.879-NODE-879-length-18627-cov-7.415141	M00165	27.27	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules; Energy metabolism; Carbon fixation	K01808,K00615	K00927,K05298,K00855,K01623,K01601,K01100,K03841
ERZ8153470.881-NODE-881-length-18577-cov-4.013174	M00011	20.0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00116	K00382,K01678,K01903,K00241,K00658,K01902,K00164,K00240,K00239,K01677
ERZ8153470.881-NODE-881-length-18577-cov-4.013174	M00009	12.5	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K00116	K00382,K00031,K01903,K00234,K00658,K00236,K01676,K01647,K00164,K01902,K00237,K01681,K00235
ERZ8153470.882-NODE-882-length-18558-cov-186.597254	M00842	33.33	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01737	K00072,K01495
ERZ8153470.882-NODE-882-length-18558-cov-186.597254	M00843	33.33	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01737	K17745,K01495
ERZ8153470.885-NODE-885-length-18517-cov-5.331871	M00698	50.0	Multidrug resistance, efflux pump BpeEF-OprC	Signature modules; Gene set; Drug resistance	K18900	K18902,K18903,K18901
ERZ8153470.885-NODE-885-length-18517-cov-5.331871	M00049	25.0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules; Nucleotide metabolism; Purine metabolism	K01756	K00940,K00939,K01939
ERZ8153470.885-NODE-885-length-18517-cov-5.331871	M00048	12.5	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	Pathway modules; Nucleotide metabolism; Purine metabolism	K01756	K00764,K00602,K01923,K00601,K01952,K01933,K01945
ERZ8153470.887-NODE-887-length-18485-cov-50.683722	M00880	66.67	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03750,K03637,K03639,K03831	K03635
ERZ8153470.887-NODE-887-length-18485-cov-50.683722	M00309	33.33	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K03738	K11395,K05308
ERZ8153470.887-NODE-887-length-18485-cov-50.683722	M00017	14.29	Methionine biosynthesis, apartate => homoserine => methionine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00548	K01739,K00133,K00651,K00928,K00003,K01760
ERZ8153470.888-NODE-888-length-18424-cov-8.295607	M00855	33.33	Glycogen degradation, glycogen => glucose-6P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K00688	K01196,K15779
ERZ8153470.888-NODE-888-length-18424-cov-8.295607	M00880	33.33	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03637,K03639	K15376,K03635
ERZ8153470.891-NODE-891-length-18393-cov-5.624605	M00432	33.33	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism	K01649	K00052,K01702
ERZ8153470.891-NODE-891-length-18393-cov-5.624605	M00002	20.0	Glycolysis, core module involving three-carbon compounds	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01803	K00927,K00134,K01689,K01834,K00873
ERZ8153470.891-NODE-891-length-18393-cov-5.624605	M00003	14.29	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01803	K00927,K01623,K01596,K00134,K01689,K01834,K03841
ERZ8153470.891-NODE-891-length-18393-cov-5.624605	M00001	11.11	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01803	K00927,K01810,K00844,K00850,K01689,K00873,K01623,K00134,K01834
ERZ8153470.892-NODE-892-length-18363-cov-5.357876	M00021	50.0	Cysteine biosynthesis, serine => cysteine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism	K00640	K01738
ERZ8153470.893-NODE-893-length-18362-cov-5.994647	M00078	12.5	Heparan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K01205	K01136,K01137,K10532,K01217,K01195,K01565,K07964
ERZ8153470.895-NODE-895-length-18296-cov-6.157557	M00064	20.0	ADP-L-glycero-D-manno-heptose biosynthesis	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism	K03271	K03272,K03274,K03273
ERZ8153470.896-NODE-896-length-18278-cov-105.128464	M00023	83.33	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism	K01695,K00766,K01657,K01658,K01817,K01696	K01656
ERZ8153470.903-NODE-903-length-18260-cov-5.671464	M00079	25.0	Keratan sulfate degradation	Pathway modules; Glycan metabolism; Glycosaminoglycan metabolism	K12373	K12309,K01137,K01132
ERZ8153470.905-NODE-905-length-18242-cov-20.058063	M00050	25.0	Guanine ribonucleotide biosynthesis IMP => GDP,GTP	Pathway modules; Nucleotide metabolism; Purine metabolism	K00088	K01951,K00940,K00942
ERZ8153470.906-NODE-906-length-18239-cov-7.225418	M00096	12.5	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis	K01662	K03527,K00991,K01823,K00919,K01770,K03526,K00099
ERZ8153470.909-NODE-909-length-18133-cov-199.685585	M00125	33.33	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K11753	K00794,K00793
ERZ8153470.911-NODE-911-length-18079-cov-5.320628	M00117	22.22	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K03179,K03181	K03183,K00568,K03184,K18800,K03185,K03182,K03186
ERZ8153470.913-NODE-913-length-18054-cov-6.977332	M00015	50.0	Proline biosynthesis, glutamate => proline	Pathway modules; Amino acid metabolism; Arginine and proline metabolism	K00286	K00931,K00147
ERZ8153470.915-NODE-915-length-18027-cov-5.446027	M00123	100.0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01012,K01935,K00652,K00833	
ERZ8153470.915-NODE-915-length-18027-cov-5.446027	M00577	80.0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01012,K01935,K00652,K00833	K01906
ERZ8153470.915-NODE-915-length-18027-cov-5.446027	M00573	60.0	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K01012,K01935,K00652	K16593,K19563
ERZ8153470.915-NODE-915-length-18027-cov-5.446027	M00572	33.33	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	K02169,K09789	K00059,K00647,K00208,K02372
ERZ8153470.915-NODE-915-length-18027-cov-5.446027	M00373	16.67	Ethylmalonyl pathway	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01966	K01965,K05606,K01847
ERZ8153470.915-NODE-915-length-18027-cov-5.446027	M00741	16.67	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism	K01966	K01965,K05606,K01847
ERZ8153470.915-NODE-915-length-18027-cov-5.446027	M00082	12.5	Fatty acid biosynthesis, initiation	Pathway modules; Lipid metabolism; Fatty acid metabolism	K01961	K02160,K01962,K00665,K01963
ERZ8153470.915-NODE-915-length-18027-cov-5.446027	M00376	2.78	3-Hydroxypropionate bi-cycle	Pathway modules; Energy metabolism; Carbon fixation	K01961	K14468,K01962,K05606,K14471,K14472,K00241,K01679,K02160,K14469,K01847,K00240,K15052,K00239,K01963
ERZ8153470.916-NODE-916-length-18026-cov-6.928329	M00004	14.29	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01810	K01807,K13937,K00033,K01783,K00615,K00616
ERZ8153470.916-NODE-916-length-18026-cov-6.928329	M00001	11.11	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism	K01810	K00927,K00844,K01803,K00850,K01689,K00873,K01623,K00134,K01834
