Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000296917	MAG	2283291	2	1549701	57.24	98.52	0.02	95.80	26.35	12.99	20	CAJXNK01	MGYG000296917	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Altererythrobacter;s__Altererythrobacter sp003149575	ERS7419028	ERP121137	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296917/genomes1/MGYG000296917.gff.gz
MGYG000296918	MAG	1435631	230	7241	44.17	72.63	4.27	94.96	6.65	0.00	15	CAJXEU01	MGYG000296918	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__MedAcidi-G2B;s__	ERS7418280	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296918/genomes1/MGYG000296918.gff.gz
MGYG000296919	MAG	3730043	47	115041	52.67	96.54	0.86	94.12	0.00	22.56	19	CAJXUA01	MGYG000296919	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA5078;s__	ERS7418304	ERP121137	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296919/genomes1/MGYG000296919.gff.gz
MGYG000296920	MAG	1555975	34	75606	47.33	90.66	0.41	0.00	9.59	0.00	20	CAJWIR01	MGYG000296920	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__UBA1858;s__UBA1858 sp002338385	ERS7418474	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296920/genomes1/MGYG000296920.gff.gz
MGYG000296921	MAG	1333489	96	34738	30.37	79.1	0.0	94.12	71.69	99.86	18	CAJWSY01	MGYG000296921	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__GCA-002694895;g__GCA-002694895;s__GCA-002694895 sp002724435	ERS7418657	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296921/genomes1/MGYG000296921.gff.gz
MGYG000296922	MAG	2022764	93	35143	48.89	93.14	3.4	94.12	21.20	6.70	17	CAJWIY01	MGYG000296922	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__	ERS7419129	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296922/genomes1/MGYG000296922.gff.gz
MGYG000296923	MAG	866563	169	5696	32.99	60.01	1.44	0.00	21.72	0.00	11	CAJWMM01	MGYG000296923	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__GCA-2720195;s__	ERS7418918	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296923/genomes1/MGYG000296923.gff.gz
MGYG000296924	MAG	1637934	84	28722	51.24	97.3	0.68	0.00	0.00	0.00	19	CAJVWT01	MGYG000296924	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__UBA7441;s__	ERS7418205	ERP121137	Pacific Ocean	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296924/genomes1/MGYG000296924.gff.gz
MGYG000296925	MAG	4321370	160	45086	42.54	92.06	3.94	93.28	23.22	11.76	18	CAJVZR01	MGYG000296925	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleispira;s__	ERS7418382	ERP121137	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296925/genomes1/MGYG000296925.gff.gz
MGYG000296926	MAG	4700611	138	55543	50.01	95.47	0.7	0.00	0.00	0.00	17	CAJWOH01	MGYG000296926	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Pseudomaricurvus;s__Pseudomaricurvus sp002707785	ERS7419139	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296926/genomes1/MGYG000296926.gff.gz
MGYG000296927	MAG	3516379	252	19456	31.52	90.63	1.58	0.00	0.00	0.00	18	CAJWVX01	MGYG000296927	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__GCA-002793235;s__	ERS7418707	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296927/genomes1/MGYG000296927.gff.gz
MGYG000296928	MAG	794259	19	80523	27.15	76.92	0.0	0.00	0.00	0.00	19	CAJXXZ01	MGYG000296928	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__1604HC;f__1604HC;g__;s__	ERS7418342	ERP121137	Puerto Rico	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296928/genomes1/MGYG000296928.gff.gz
MGYG000296929	MAG	2359635	365	7508	59.01	65.94	2.15	0.00	0.00	0.00	7	CAJWZY01	MGYG000296929	d__Bacteria;p__Planctomycetota;c__UBA8108;o__UBA8108;f__UBA8108;g__;s__	ERS7419050	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296929/genomes1/MGYG000296929.gff.gz
MGYG000296930	MAG	2300703	65	52802	58.01	98.92	0.0	0.00	52.38	10.80	19	CAJXAK01	MGYG000296930	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA11663;s__UBA11663 sp002863145	ERS7419446	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296930/genomes1/MGYG000296930.gff.gz
MGYG000296931	MAG	2085771	176	17884	48.77	92.69	0.74	94.96	0.00	7.38	11	CAJXVK01	MGYG000296931	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__	ERS7418921	ERP121137	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296931/genomes1/MGYG000296931.gff.gz
MGYG000296932	MAG	1265884	281	4706	41.84	69.14	0.83	0.00	0.00	0.00	17	CAJXOM01	MGYG000296932	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__UBA7446 sp009886265	ERS7418675	ERP121137	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296932/genomes1/MGYG000296932.gff.gz
MGYG000296933	MAG	1241154	29	60688	44.67	67.95	0.85	0.00	57.86	0.00	14	CAJWQL01	MGYG000296271	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__MedAcidi-G2B;s__MedAcidi-G2B sp003215175	ERS7419524	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002962/MGYG000296271/genomes1/MGYG000296933.gff.gz
MGYG000296934	MAG	937590	210	4857	49.07	61.61	0.0	94.12	0.00	32.31	11	CAJXGS01	MGYG000296934	d__Bacteria;p__NPL-UPA2;c__NPL-UPA2;o__NPL-UPA2;f__JAADIA01;g__;s__	ERS7419611	ERP121137	Atlantic Ocean	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296934/genomes1/MGYG000296934.gff.gz
MGYG000296935	MAG	2429537	39	133645	41.9	98.68	1.72	94.96	22.37	7.18	20	CAJXTU01	MGYG000296935	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Cycloclasticaceae;g__Cycloclasticus;s__Cycloclasticus sp001566825	ERS7418728	ERP121137	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296935/genomes1/MGYG000296935.gff.gz
MGYG000296936	MAG	1503971	182	11451	29.65	80.28	2.21	0.00	61.64	0.00	16	CAJWFY01	MGYG000296936	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__	ERS7419656	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296936/genomes1/MGYG000296936.gff.gz
MGYG000296937	MAG	1042191	108	10951	41.47	67.74	1.16	0.00	0.00	0.00	14	CAJWPR01	MGYG000296937	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__UBA9148;s__	ERS7418793	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296937/genomes1/MGYG000296937.gff.gz
MGYG000296938	MAG	2302984	185	16862	54.98	83.4	2.1	0.00	0.00	0.00	13	CAJWGS01	MGYG000296938	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	ERS7418268	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296938/genomes1/MGYG000296938.gff.gz
MGYG000296939	MAG	3228596	95	46420	48.93	95.62	0.56	94.96	0.00	9.23	18	CAJXSF01	MGYG000296939	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA5078;s__	ERS7419211	ERP121137	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296939/genomes1/MGYG000296939.gff.gz
MGYG000296940	MAG	2784820	169	22756	63.21	95.59	4.57	93.28	23.03	62.09	17	CAJXLA01	MGYG000296940	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__SLJS01;s__	ERS7419351	ERP121137	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296940/genomes1/MGYG000296940.gff.gz
MGYG000296941	MAG	2987305	512	7016	66.91	85.34	3.23	0.00	0.00	0.00	19	CAJWOB01	MGYG000296941	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__Bin103;g__Bin103;s__	ERS7419463	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296941/genomes1/MGYG000296941.gff.gz
MGYG000296942	MAG	1449671	304	5355	41.39	67.06	2.32	0.00	0.00	0.00	19	CAJWWI01	MGYG000296942	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__GCA-2708415;s__GCA-2708415 sp002708415	ERS7418585	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296942/genomes1/MGYG000296942.gff.gz
MGYG000296943	MAG	3011428	100	57259	61.08	98.18	0.0	0.00	0.00	0.00	18	CAJXSO01	MGYG000296943	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Lutimaribacter;s__	ERS7418356	ERP121137	Puerto Rico	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296943/genomes1/MGYG000296943.gff.gz
MGYG000296944	MAG	3853486	55	140161	64.26	95.3	3.42	94.96	0.00	5.50	17	CAJWLU01	MGYG000296944	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__UBA8438 sp002346545	ERS7418836	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296944/genomes1/MGYG000296944.gff.gz
MGYG000296945	MAG	3294904	162	24402	55.18	81.03	3.45	0.00	0.00	11.21	15	CAJXFD01	MGYG000296945	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleibacter;s__Oleibacter sp002298335	ERS7419290	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296945/genomes1/MGYG000296945.gff.gz
MGYG000296946	MAG	1094569	315	3427	40.17	60.7	0.76	0.00	0.00	0.00	11	CAJXYF01	MGYG000296946	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478;s__	ERS7418171	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296946/genomes1/MGYG000296946.gff.gz
MGYG000296947	MAG	2429884	81	70916	38.04	87.67	1.92	94.96	22.18	8.82	18	CAJXEA01	MGYG000296947	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__GCA-2697345 sp002697345	ERS7419428	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296947/genomes1/MGYG000296947.gff.gz
MGYG000296948	MAG	1338136	184	9816	36.4	60.83	1.72	0.00	20.35	0.00	13	CAJWXO01	MGYG000296948	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__TMED14;s__	ERS7419185	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296948/genomes1/MGYG000296948.gff.gz
MGYG000296949	MAG	3412945	9	1794159	64.07	96.92	0.99	95.80	99.61	99.83	20	CAJXKA01	MGYG000296949	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__W260;s__	ERS7419355	ERP121137	Puerto Rico	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296949/genomes1/MGYG000296949.gff.gz
MGYG000296950	MAG	2553226	112	45213	48.88	93.95	1.39	0.00	0.00	0.00	20	CAJXZL01	MGYG000296950	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Gynuella;s__	ERS7418711	ERP121137	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296950/genomes1/MGYG000296950.gff.gz
MGYG000296951	MAG	2713304	208	18155	70.06	96.24	1.35	92.44	99.67	99.79	20	CAJXJX01	MGYG000296951	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Demequinaceae;g__Demequina;s__	ERS7418334	ERP121137	Puerto Rico	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296951/genomes1/MGYG000296951.gff.gz
MGYG000296952	MAG	2363704	87	45033	31.75	73.81	0.84	0.00	0.00	0.00	14	CAJXVT01	MGYG000296952	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter_A;s__	ERS7418672	ERP121137	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296952/genomes1/MGYG000296952.gff.gz
MGYG000296953	MAG	2020252	83	50501	38.69	89.56	1.42	0.00	0.00	0.00	20	CAJWNQ01	MGYG000296953	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter;s__	ERS7419616	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296953/genomes1/MGYG000296953.gff.gz
MGYG000296954	MAG	1889666	137	17209	52.92	81.76	0.0	0.00	99.48	0.00	17	CAJVXC01	MGYG000296954	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__BACL24;s__	ERS7418720	ERP121137	Pacific Ocean	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296954/genomes1/MGYG000296954.gff.gz
MGYG000296955	MAG	3719638	80	86815	37.78	97.32	3.57	0.00	0.00	0.00	20	CAJXEO01	MGYG000296955	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415	ERS7419093	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296955/genomes1/MGYG000296955.gff.gz
MGYG000296956	MAG	2093335	231	12898	42.44	90.05	0.0	0.00	0.00	0.00	14	CAJWKN01	MGYG000296956	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp002082305	ERS7418242	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296956/genomes1/MGYG000296956.gff.gz
MGYG000296957	MAG	4696418	79	90113	51.5	93.87	0.81	94.96	52.38	13.74	20	CAJWVU01	MGYG000296957	d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__GCA-2721815;g__GCA-2721815;s__GCA-2721815 sp002721815	ERS7418890	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296957/genomes1/MGYG000296957.gff.gz
MGYG000296958	MAG	3056452	371	10817	37.36	87.53	4.52	0.00	0.00	0.00	7	CAJWSQ01	MGYG000296958	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__UBA6049;s__	ERS7419650	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296958/genomes1/MGYG000296958.gff.gz
MGYG000296959	MAG	2363387	117	34319	58.45	95.02	1.42	0.00	0.00	0.00	14	CAJWYP01	MGYG000296959	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA12578;s__UBA12578 sp002729195	ERS7419368	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296959/genomes1/MGYG000296959.gff.gz
MGYG000296960	MAG	2871464	530	6022	63.42	65.79	0.0	0.00	0.00	0.00	16	CAJWFU01	MGYG000296960	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__GCA-002862325;s__GCA-002862325 sp002683195	ERS7419454	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296960/genomes1/MGYG000296960.gff.gz
MGYG000296961	MAG	1982900	39	101200	50.84	96.95	0.61	95.80	99.61	86.50	20	CAJXKE01	MGYG000296961	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA5680;g__UBA5680;s__UBA5680 sp002420425	ERS7418979	ERP121137	Mexico	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296961/genomes1/MGYG000296961.gff.gz
MGYG000296962	MAG	1389988	208	8195	39.69	69.36	1.93	84.03	0.00	99.83	18	CAJWOD01	MGYG000296962	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__UBA8687;s__	ERS7419503	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296962/genomes1/MGYG000296962.gff.gz
MGYG000296963	MAG	2351450	616	3913	41.82	63.28	1.3	0.00	0.00	0.00	9	CAJWBF01	MGYG000296963	d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__UBA9662;g__UBA9662;s__UBA9662 sp002690165	ERS7419399	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296963/genomes1/MGYG000296963.gff.gz
MGYG000296964	MAG	4030084	122	44242	36.32	88.83	1.4	0.00	26.35	0.00	20	CAJVXE01	MGYG000296964	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__BMS3ABIN03;s__BMS3ABIN03 sp002898075	ERS7419237	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296964/genomes1/MGYG000296964.gff.gz
MGYG000296965	MAG	3245750	50	184950	61.22	97.73	0.24	0.00	23.61	0.00	20	CAJWJZ01	MGYG000296965	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__Henriciella sp002733705	ERS7419434	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296965/genomes1/MGYG000296965.gff.gz
MGYG000296966	MAG	2535660	398	7776	64.13	79.66	0.0	0.00	0.00	0.00	15	CAJWWX01	MGYG000296966	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Oceanicaulis;s__Oceanicaulis sp000152745	ERS7418514	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296966/genomes1/MGYG000296966.gff.gz
MGYG000296967	MAG	2298345	430	6122	42.76	78.68	4.64	0.00	0.00	11.97	17	CAJXLR01	MGYG000296967	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__;s__	ERS7419570	ERP121137	Puerto Rico	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296967/genomes1/MGYG000296967.gff.gz
MGYG000296968	MAG	3128701	137	40278	44.78	98.18	4.55	94.96	99.67	99.83	19	CAJVYB01	MGYG000296968	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__UBA6902;f__BMS3Bbin08;g__BMS3Bbin08;s__BMS3Bbin08 sp002897775	ERS7419151	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296968/genomes1/MGYG000296968.gff.gz
MGYG000296969	MAG	2800888	210	21313	27.1	61.32	0.0	0.00	0.00	0.00	9	CAJWDM01	MGYG000296969	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Poseidonibacter;s__Poseidonibacter sp009208075	ERS7419477	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296969/genomes1/MGYG000296969.gff.gz
MGYG000296970	MAG	2690484	139	29970	47.84	90.17	1.6	0.00	0.00	0.00	16	CAJWRX01	MGYG000296970	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp000981705	ERS7418962	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296970/genomes1/MGYG000296970.gff.gz
MGYG000296971	MAG	2288423	137	25337	52.73	92.24	2.2	95.80	26.55	30.46	20	CAJWGY01	MGYG000296971	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA1138;s__UBA1138 sp002313925	ERS7418889	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296971/genomes1/MGYG000296971.gff.gz
MGYG000296972	MAG	2319307	252	11548	46.99	88.78	0.0	0.00	20.42	16.96	16	CAJWJL01	MGYG000296972	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__Bin127;g__GCA-002725925;s__GCA-002725925 sp002687335	ERS7418170	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296972/genomes1/MGYG000296972.gff.gz
MGYG000296973	MAG	1493670	236	8040	36.64	82.42	0.55	0.00	0.00	0.00	16	CAJWYZ01	MGYG000296973	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__D37C17;g__D37C17;s__	ERS7419458	ERP121137	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/marine/v1.0/all_genomes/MGYG0002969/MGYG000296973/genomes1/MGYG000296973.gff.gz
